Year,Round,Region Number,Region Name,Seed,Score,Team,Team,Score,Seed
1999,3,2,Midwest,10,43,Miami Ohio,Kentucky,58,3
1999,3,3,South,1,64,Auburn,Ohio St,72,4
1999,3,3,South,2,62,Maryland,St Johns,76,3
1999,3,4,West,1,78,Connecticut,Iowa,68,5
1999,3,4,West,10,73,Gonzaga,Florida,72,6
1999,4,1,East,1,85,Duke,Temple,64,6
1999,4,2,Midwest,1,73,Michigan St,Kentucky,66,3
1999,4,3,South,4,77,Ohio St,St Johns,74,3
1999,4,4,West,1,67,Connecticut,Gonzaga,62,10
1999,5,1,Final Four,1,68,Duke,Michigan St,62,1
1999,5,2,Final Four,4,58,Ohio St,Connecticut,64,1
1999,6,1,Championship,1,74,Duke,Connecticut,77,1
2000,1,1,West,1,71,Arizona,Jackson St,47,16
2000,1,1,West,2,61,St Johns,Northern Arizona,56,15
2000,1,1,West,3,74,Oklahoma,Winthrop,50,14
2000,1,1,West,4,64,LSU,Southeast Missouri St,61,13
2000,1,1,West,5,77,Texas,Indiana St,61,12
2000,1,1,West,6,62,Purdue,Dayton,61,11
2000,1,1,West,7,66,Louisville,Gonzaga,77,10
2000,1,1,West,8,66,Wisconsin,Fresno St,56,9
2000,1,2,Midwest,1,65,Michigan St,Valparaiso,38,16
2000,1,2,Midwest,2,88,Iowa St,Central Connecticut St,78,15
2000,1,2,Midwest,3,74,Maryland,Iona,59,14
2000,1,2,Midwest,4,79,Syracuse,Samford,65,13
2000,1,2,Midwest,5,85,Kentucky,St Bonaventure,80,12
2000,1,2,Midwest,6,65,UCLA,Ball St,57,11
2000,1,2,Midwest,7,72,Auburn,Creighton,69,10
2000,1,2,Midwest,8,48,Utah,St Louis,45,9
2000,1,3,East,1,82,Duke,Lamar,55,16
2000,1,3,East,2,73,Temple,Lafayette,47,15
2000,1,3,East,3,86,Oklahoma St,Hofstra,66,14
2000,1,3,East,4,68,Illinois,Pennsylvania,48,13
2000,1,3,East,5,69,Florida,Butler,68,12
2000,1,3,East,6,57,Indiana,Pepperdine,77,11
2000,1,3,East,7,71,Oregon,Seton Hall,72,10
2000,1,3,East,8,81,Kansas,DePaul,77,9
2000,1,4,South,1,84,Stanford,South Carolina St,65,16
2000,1,4,South,2,64,Cincinnati,UNC Wilmington,47,15
2000,1,4,South,3,87,Ohio St,Appalachian St,61,14
2000,1,4,South,4,63,Tennessee,Louisiana Lafayette,58,13
2000,1,4,South,5,75,Connecticut,Utah St,67,12
2000,1,4,South,6,75,Miami,Arkansas,71,11
2000,1,4,South,7,89,Tulsa,UNLV,62,10
2000,1,4,South,8,84,North Carolina,Missouri,70,9
2000,2,1,West,1,58,Arizona,Wisconsin,66,8
2000,2,1,West,2,76,St Johns,Gonzaga,82,10
2000,2,1,West,3,62,Oklahoma,Purdue,66,6
2000,2,1,West,4,72,LSU,Texas,67,5
2000,2,2,Midwest,1,73,Michigan St,Utah,61,8
2000,2,2,Midwest,2,79,Iowa St,Auburn,60,7
2000,2,2,Midwest,3,62,Maryland,UCLA,105,6
2000,2,2,Midwest,4,52,Syracuse,Kentucky,50,5
2000,2,3,East,1,69,Duke,Kansas,64,8
2000,2,3,East,2,65,Temple,Seton Hall,67,10
2000,2,3,East,3,75,Oklahoma St,Pepperdine,67,11
2000,2,3,East,4,73,Illinois,Florida,93,5
2000,2,4,South,1,53,Stanford,North Carolina,60,8
2000,2,4,South,2,61,Cincinnati,Tulsa,69,7
2000,2,4,South,3,62,Ohio St,Miami,75,6
2000,2,4,South,4,65,Tennessee,Connecticut,51,5
2000,3,1,West,8,61,Wisconsin,LSU,48,4
2000,3,1,West,10,66,Gonzaga,Purdue,75,6
2000,3,2,Midwest,1,75,Michigan St,Syracuse,58,4
2000,3,2,Midwest,2,80,Iowa St,UCLA,56,6
2000,3,3,East,1,78,Duke,Florida,87,5
2000,3,3,East,10,66,Seton Hall,Oklahoma St,68,3
2000,3,4,South,8,74,North Carolina,Tennessee,69,4
2000,3,4,South,7,80,Tulsa,Miami,71,6
2000,4,1,West,8,64,Wisconsin,Purdue,60,6
2000,4,2,Midwest,1,75,Michigan St,Iowa St,64,2
2000,4,3,East,5,77,Florida,Oklahoma St,65,3
2000,4,4,South,8,59,North Carolina,Tulsa,55,7
2000,5,1,Final Four,8,41,Wisconsin,Michigan St,53,1
2000,5,2,Final Four,5,71,Florida,North Carolina,59,8
2000,6,1,Championship,1,89,Michigan St,Florida,76,5
2001,1,1,Midwest,1,96,Illinois,Northwestern St,54,16
2001,1,1,Midwest,2,101,Arizona,Eastern Illinois,76,15
2001,1,1,Midwest,3,72,Ole Miss,Iona,70,14
2001,1,1,Midwest,4,99,Kansas,Cal St Northridge,75,13
2001,1,1,Midwest,5,79,Syracuse,Hawaii,69,12
2001,1,1,Midwest,6,83,Notre Dame,Xavier,71,11
2001,1,1,Midwest,7,63,Wake Forest,Butler,79,10
2001,1,1,Midwest,8,63,Tennessee,Charlotte,70,9
2001,1,2,South,1,69,Michigan St,Alabama St,35,16
2001,1,2,South,2,70,North Carolina,Princeton,48,15
2001,1,2,South,3,69,Florida,Western Kentucky,56,14
2001,1,2,South,4,68,Oklahoma,Indiana St,70,13
2001,1,2,South,5,85,Virginia,Gonzaga,86,12
2001,1,2,South,6,65,Texas,Temple,79,11
2001,1,2,South,7,69,Penn St,Providence,59,10
2001,1,2,South,8,70,California,Fresno St,82,9
2001,1,3,East,1,95,Duke,Monmouth,52,16
2001,1,3,East,2,72,Kentucky,Holy Cross,68,15
2001,1,3,East,3,68,Boston College,Southern Utah,65,14
2001,1,3,East,4,61,UCLA,Hofstra,48,13
2001,1,3,East,5,68,Ohio St,Utah St,77,12
2001,1,3,East,6,69,USC,Oklahoma St,54,11
2001,1,3,East,7,69,Iowa,Creighton,56,10
2001,1,3,East,8,68,Georgia,Missouri,70,9
2001,1,4,West,1,89,Stanford,UNC Greensboro,60,16
2001,1,4,West,2,57,Iowa St,Hampton,58,15
2001,1,4,West,3,83,Maryland,George Mason,80,14
2001,1,4,West,4,73,Indiana,Kent St,77,13
2001,1,4,West,5,84,Cincinnati,BYU,59,12
2001,1,4,West,6,49,Wisconsin,Georgia St,50,11
2001,1,4,West,7,61,Arkansas,Georgetown,63,10
2001,1,4,West,8,62,Georgia Tech,St Josephs,66,9
2001,2,1,Midwest,1,79,Illinois,Charlotte,61,9
2001,2,1,Midwest,2,73,Arizona,Butler,52,10
2001,2,1,Midwest,3,59,Ole Miss,Notre Dame,56,6
2001,2,1,Midwest,4,87,Kansas,Syracuse,58,5
2001,2,2,South,1,81,Michigan St,Fresno St,65,9
2001,2,2,South,2,74,North Carolina,Penn St,82,7
2001,2,2,South,3,54,Florida,Temple,75,11
2001,2,2,South,13,68,Indiana St,Gonzaga,85,12
2001,2,3,East,1,94,Duke,Missouri,81,9
2001,2,3,East,2,92,Kentucky,Iowa,79,7
2001,2,3,East,3,71,Boston College,USC,74,6
2001,2,3,East,4,75,UCLA,Utah St,50,12
2001,2,4,West,1,90,Stanford,St Josephs,83,9
2001,2,4,West,15,57,Hampton,Georgetown,76,10
2001,2,4,West,3,79,Maryland,Georgia St,60,11
2001,2,4,West,13,43,Kent St,Cincinnati,66,5
2001,3,1,Midwest,1,80,Illinois,Kansas,64,4
2001,3,1,Midwest,2,66,Arizona,Ole Miss,56,3
2001,3,2,South,1,77,Michigan St,Gonzaga,62,12
2001,3,2,South,7,72,Penn St,Temple,84,11
2001,3,3,East,1,76,Duke,UCLA,63,4
2001,3,3,East,2,76,Kentucky,USC,80,6
2001,3,4,West,1,78,Stanford,Cincinnati,65,5
2001,3,4,West,10,66,Georgetown,Maryland,76,3
2001,4,1,Midwest,1,81,Illinois,Arizona,87,2
2001,4,2,South,1,69,Michigan St,Temple,62,11
2001,4,3,East,1,79,Duke,USC,69,6
2001,4,4,West,1,73,Stanford,Maryland,87,3
2001,5,1,Final Four,2,80,Arizona,Michigan St,61,1
2001,5,2,Final Four,1,95,Duke,Maryland,84,3
2001,6,1,Championship,2,72,Arizona,Duke,82,1
2002,1,1,South,1,84,Duke,Winthrop,37,16
2002,1,1,South,2,86,Alabama,Florida Atlantic,78,15
2002,1,1,South,3,71,Pittsburgh,Central Connecticut St,54,14
2002,1,1,South,4,89,USC,UNC Wilmington,93,13
2002,1,1,South,5,75,Indiana,Utah,56,12
2002,1,1,South,6,82,California,Pennsylvania,75,11
2002,1,1,South,7,61,Oklahoma St,Kent St,69,10
2002,1,1,South,8,82,Notre Dame,Charlotte,63,9
2002,1,2,West,1,90,Cincinnati,Boston University,52,16
2002,1,2,West,2,71,Oklahoma,Illinois Chicago,63,15
2002,1,2,West,3,86,Arizona,Santa Barbara,81,14
2002,1,2,West,4,69,Ohio St,Davidson,64,13
2002,1,2,West,5,80,Miami,Missouri,93,12
2002,1,2,West,6,66,Gonzaga,Wyoming,73,11
2002,1,2,West,7,70,Xavier,Hawaii,58,10
2002,1,2,West,8,80,UCLA,Ole Miss,58,9
2002,1,3,East,1,85,Maryland,Siena,70,16
2002,1,3,East,2,78,Connecticut,Hampton,67,15
2002,1,3,East,3,85,Georgia,Murray St,68,14
2002,1,3,East,4,83,Kentucky,Valparaiso,68,13
2002,1,3,East,5,69,Marquette,Tulsa,71,12
2002,1,3,East,6,68,Texas Tech,Southern Illinois,76,11
2002,1,3,East,7,69,NC State,Michigan St,58,10
2002,1,3,East,8,80,Wisconsin,St Johns,70,9
2002,1,4,Midwest,1,70,Kansas,Holy Cross,59,16
2002,1,4,Midwest,2,81,Oregon,Montana,62,15
2002,1,4,Midwest,3,70,Mississippi St,McNeese St,58,14
2002,1,4,Midwest,4,93,Illinois,San Diego St,64,13
2002,1,4,Midwest,5,82,Florida,Creighton,83,12
2002,1,4,Midwest,6,70,Texas,Boston College,57,11
2002,1,4,Midwest,7,83,Wake Forest,Pepperdine,74,10
2002,1,4,Midwest,8,84,Stanford,Western Kentucky,68,9
2002,2,1,South,1,84,Duke,Notre Dame,77,8
2002,2,1,South,2,58,Alabama,Kent St,71,10
2002,2,1,South,3,63,Pittsburgh,California,50,6
2002,2,1,South,13,67,UNC Wilmington,Indiana,76,5
2002,2,2,West,1,101,Cincinnati,UCLA,105,8
2002,2,2,West,2,78,Oklahoma,Xavier,65,7
2002,2,2,West,3,68,Arizona,Wyoming,60,11
2002,2,2,West,4,67,Ohio St,Missouri,83,12
2002,2,3,East,1,87,Maryland,Wisconsin,57,8
2002,2,3,East,2,77,Connecticut,NC State,74,7
2002,2,3,East,3,75,Georgia,Southern Illinois,77,11
2002,2,3,East,4,87,Kentucky,Tulsa,82,12
2002,2,4,Midwest,1,86,Kansas,Stanford,63,8
2002,2,4,Midwest,2,92,Oregon,Wake Forest,87,7
2002,2,4,Midwest,3,64,Mississippi St,Texas,68,6
2002,2,4,Midwest,4,72,Illinois,Creighton,60,12
2002,3,1,South,1,73,Duke,Indiana,74,5
2002,3,1,South,10,78,Kent St,Pittsburgh,73,3
2002,3,2,West,8,73,UCLA,Missouri,82,12
2002,3,2,West,2,88,Oklahoma,Arizona,67,3
2002,3,3,East,1,78,Maryland,Kentucky,68,4
2002,3,3,East,2,71,Connecticut,Southern Illinois,59,11
2002,3,4,Midwest,1,73,Kansas,Illinois,69,4
2002,3,4,Midwest,2,72,Oregon,Texas,70,6
2002,4,1,South,5,81,Indiana,Kent St,69,10
2002,4,2,West,12,75,Missouri,Oklahoma,81,2
2002,4,3,East,1,90,Maryland,Connecticut,82,2
2002,4,4,Midwest,1,104,Kansas,Oregon,86,2
2002,5,1,Final Four,5,73,Indiana,Oklahoma,64,2
2002,5,2,Final Four,1,97,Maryland,Kansas,88,1
2002,6,1,Championship,5,52,Indiana,Maryland,64,1
2003,1,1,Midwest,1,95,Kentucky,IUPUI,64,16
2003,1,1,Midwest,2,87,Pittsburgh,Wagner,61,15
2003,1,1,Midwest,3,72,Marquette,Holy Cross,68,14
2003,1,1,Midwest,4,71,Dayton,Tulsa,84,13
2003,1,1,Midwest,5,81,Wisconsin,Weber St,74,12
2003,1,1,Midwest,6,72,Missouri,Southern Illinois,71,11
2003,1,1,Midwest,7,67,Indiana,Alabama,62,10
2003,1,1,Midwest,8,58,Oregon,Utah,60,9
2003,1,2,West,1,80,Arizona,Vermont,51,16
2003,1,2,West,2,64,Kansas,Utah St,61,15
2003,1,2,West,3,67,Duke,Colorado St,57,14
2003,1,2,West,4,65,Illinois,Western Kentucky,60,13
2003,1,2,West,5,70,Notre Dame,Wisconsin Milwaukee,69,12
2003,1,2,West,6,73,Creighton,Central Michigan,79,11
2003,1,2,West,7,71,Memphis,Arizona St,84,10
2003,1,2,West,8,69,Cincinnati,Gonzaga,74,9
2003,1,3,South,1,82,Texas,UNC Asheville,61,16
2003,1,3,South,2,85,Florida,Sam Houston St,55,15
2003,1,3,South,3,71,Xavier,Troy,59,14
2003,1,3,South,4,77,Stanford,San Diego,69,13
2003,1,3,South,5,58,Connecticut,BYU,53,12
2003,1,3,South,6,75,Maryland,UNC Wilmington,73,11
2003,1,3,South,7,79,Michigan St,Colorado,64,10
2003,1,3,South,8,56,LSU,Purdue,80,9
2003,1,4,East,1,71,Oklahoma,South Carolina St,54,16
2003,1,4,East,2,76,Wake Forest,East Tennessee St,73,15
2003,1,4,East,3,76,Syracuse,Manhattan,65,14
2003,1,4,East,4,86,Louisville,Austin Peay,64,13
2003,1,4,East,5,46,Mississippi St,Butler,47,12
2003,1,4,East,6,77,Oklahoma St,Pennsylvania,63,11
2003,1,4,East,7,63,St Josephs,Auburn,65,10
2003,1,4,East,8,76,California,NC State,74,9
2003,2,1,Midwest,1,74,Kentucky,Utah,54,9
2003,2,1,Midwest,2,74,Pittsburgh,Indiana,52,7
2003,2,1,Midwest,3,101,Marquette,Missouri,92,6
2003,2,1,Midwest,13,60,Tulsa,Wisconsin,61,5
2003,2,2,West,1,96,Arizona,Gonzaga,95,9
2003,2,2,West,2,108,Kansas,Arizona St,76,10
2003,2,2,West,3,86,Duke,Central Michigan,60,11
2003,2,2,West,4,60,Illinois,Notre Dame,68,5
2003,2,3,South,1,77,Texas,Purdue,67,9
2003,2,3,South,2,46,Florida,Michigan St,68,7
2003,2,3,South,3,64,Xavier,Maryland,77,6
2003,2,3,South,4,74,Stanford,Connecticut,85,5
2003,2,4,East,1,74,Oklahoma,California,65,8
2003,2,4,East,2,62,Wake Forest,Auburn,68,10
2003,2,4,East,3,68,Syracuse,Oklahoma St,56,6
2003,2,4,East,4,71,Louisville,Butler,79,12
2003,3,1,Midwest,1,63,Kentucky,Wisconsin,57,5
2003,3,1,Midwest,2,74,Pittsburgh,Marquette,77,3
2003,3,2,West,1,88,Arizona,Notre Dame,71,5
2003,3,2,West,2,69,Kansas,Duke,65,3
2003,3,3,South,1,82,Texas,Connecticut,78,5
2003,3,3,South,7,60,Michigan St,Maryland,58,6
2003,3,4,East,1,65,Oklahoma,Butler,54,12
2003,3,4,East,10,78,Auburn,Syracuse,79,3
2003,4,1,Midwest,1,69,Kentucky,Marquette,83,3
2003,4,2,West,1,75,Arizona,Kansas,78,2
2003,4,3,South,1,85,Texas,Michigan St,76,7
2003,4,4,East,1,47,Oklahoma,Syracuse,63,3
2003,5,1,Final Four,3,61,Marquette,Kansas,94,2
2003,5,2,Final Four,1,84,Texas,Syracuse,95,3
2003,6,1,Championship,2,78,Kansas,Syracuse,81,3
2004,1,1,Midwest,1,96,Kentucky,Florida A&M,76,16
2004,1,1,Midwest,2,76,Gonzaga,Valparaiso,49,15
2004,1,1,Midwest,3,65,Georgia Tech,Northern Iowa,60,14
2004,1,1,Midwest,4,78,Kansas,Illinois Chicago,53,13
2004,1,1,Midwest,5,58,Providence,Pacific,66,12
2004,1,1,Midwest,6,58,Boston College,Utah,51,11
2004,1,1,Midwest,7,66,Michigan St,Nevada,72,10
2004,1,1,Midwest,8,100,Washington,UAB,102,9
2004,1,2,East,1,82,St Josephs,Liberty,63,16
2004,1,2,East,2,75,Oklahoma St,Eastern Washington,56,15
2004,1,2,East,3,53,Pittsburgh,Central Florida,44,14
2004,1,2,East,4,79,Wake Forest,VCU,78,13
2004,1,2,East,5,60,Florida,Manhattan,75,12
2004,1,2,East,6,76,Wisconsin,Richmond,64,11
2004,1,2,East,7,59,Memphis,South Carolina,43,10
2004,1,2,East,8,76,Texas Tech,Charlotte,73,9
2004,1,3,South,1,96,Duke,Alabama St,61,16
2004,1,3,South,2,85,Mississippi St,Monmouth,52,15
2004,1,3,South,3,66,Texas,Princeton,49,14
2004,1,3,South,4,80,Cincinnati,East Tennessee St,77,13
2004,1,3,South,5,72,Illinois,Murray St,53,12
2004,1,3,South,6,63,North Carolina,Air Force,52,11
2004,1,3,South,7,80,Xavier,Louisville,70,10
2004,1,3,South,8,80,Seton Hall,Arizona,76,9
2004,1,4,West,1,71,Stanford,Texas San Antonio,45,16
2004,1,4,West,2,70,Connecticut,Vermont,53,15
2004,1,4,West,3,61,NC State,Louisiana Lafayette,52,14
2004,1,4,West,4,86,Maryland,UTEP,83,13
2004,1,4,West,5,80,Syracuse,BYU,75,12
2004,1,4,West,6,71,Vanderbilt,Western Michigan,58,11
2004,1,4,West,7,76,DePaul,Dayton,69,10
2004,1,4,West,8,65,Alabama,Southern Illinois,64,9
2004,2,1,Midwest,1,75,Kentucky,UAB,76,9
2004,2,1,Midwest,2,72,Gonzaga,Nevada,91,10
2004,2,1,Midwest,3,57,Georgia Tech,Boston College,54,6
2004,2,1,Midwest,4,78,Kansas,Pacific,63,12
2004,2,2,East,1,70,St Josephs,Texas Tech,65,8
2004,2,2,East,2,70,Oklahoma St,Memphis,53,7
2004,2,2,East,3,59,Pittsburgh,Wisconsin,55,6
2004,2,2,East,4,84,Wake Forest,Manhattan,80,12
2004,2,3,South,1,90,Duke,Seton Hall,62,8
2004,2,3,South,2,74,Mississippi St,Xavier,89,7
2004,2,3,South,3,78,Texas,North Carolina,75,6
2004,2,3,South,4,68,Cincinnati,Illinois,92,5
2004,2,4,West,1,67,Stanford,Alabama,70,8
2004,2,4,West,2,72,Connecticut,DePaul,55,7
2004,2,4,West,3,73,NC State,Vanderbilt,75,6
2004,2,4,West,4,70,Maryland,Syracuse,72,5
2004,3,1,Midwest,9,74,UAB,Kansas,100,4
2004,3,1,Midwest,10,67,Nevada,Georgia Tech,72,3
2004,3,2,East,1,84,St Josephs,Wake Forest,80,4
2004,3,2,East,2,63,Oklahoma St,Pittsburgh,51,3
2004,3,3,South,1,72,Duke,Illinois,62,5
2004,3,3,South,7,79,Xavier,Texas,71,3
2004,3,4,West,8,80,Alabama,Syracuse,71,5
2004,3,4,West,2,73,Connecticut,Vanderbilt,53,6
2004,4,1,Midwest,4,71,Kansas,Georgia Tech,79,3
2004,4,2,East,1,62,St Josephs,Oklahoma St,64,2
2004,4,3,South,1,66,Duke,Xavier,63,7
2004,4,4,West,8,71,Alabama,Connecticut,87,2
2004,5,1,Final Four,3,67,Georgia Tech,Oklahoma St,65,2
2004,5,2,Final Four,1,78,Duke,Connecticut,79,2
2004,6,1,Championship,3,73,Georgia Tech,Connecticut,82,2
2005,1,1,Midwest,1,67,Illinois,Fairleigh Dickinson,55,16
2005,1,1,Midwest,2,63,Oklahoma St,Southeastern Louisiana,50,15
2005,1,1,Midwest,3,66,Arizona,Utah St,53,14
2005,1,1,Midwest,4,85,Boston College,Pennsylvania,65,13
2005,1,1,Midwest,5,73,Alabama,Wisconsin Milwaukee,83,12
2005,1,1,Midwest,6,68,LSU,UAB,82,11
2005,1,1,Midwest,7,65,Southern Illinois,St Marys,56,10
2005,1,1,Midwest,8,57,Texas,Nevada,61,9
2005,1,2,West,1,88,Washington,Montana,77,16
2005,1,2,West,2,70,Wake Forest,Chattanooga,54,15
2005,1,2,West,3,74,Gonzaga,Winthrop,64,14
2005,1,2,West,4,68,Louisville,Louisiana Lafayette,62,13
2005,1,2,West,5,80,Georgia Tech,George Washington,68,12
2005,1,2,West,6,78,Texas Tech,UCLA,66,11
2005,1,2,West,7,63,West Virginia,Creighton,61,10
2005,1,2,West,8,79,Pacific,Pittsburgh,71,9
2005,1,3,East,1,96,North Carolina,Oakland,68,16
2005,1,3,East,2,77,Connecticut,Central Florida,71,15
2005,1,3,East,3,63,Kansas,Bucknell,64,14
2005,1,3,East,4,67,Florida,Ohio,62,13
2005,1,3,East,5,55,Villanova,New Mexico,47,12
2005,1,3,East,6,57,Wisconsin,Northern Iowa,52,11
2005,1,3,East,7,63,Charlotte,NC State,75,10
2005,1,3,East,8,53,Minnesota,Iowa St,64,9
2005,1,4,South,1,63,Duke,Delaware St,46,16
2005,1,4,South,2,72,Kentucky,Eastern Kentucky,64,15
2005,1,4,South,3,84,Oklahoma,Niagara,67,14
2005,1,4,South,4,57,Syracuse,Vermont,60,13
2005,1,4,South,5,89,Michigan St,Old Dominion,81,12
2005,1,4,South,6,60,Utah,UTEP,54,11
2005,1,4,South,7,76,Cincinnati,Iowa,64,10
2005,1,4,South,8,70,Stanford,Mississippi St,93,9
2005,2,1,Midwest,1,71,Illinois,Nevada,59,9
2005,2,1,Midwest,2,85,Oklahoma St,Southern Illinois,77,7
2005,2,1,Midwest,3,85,Arizona,UAB,63,11
2005,2,1,Midwest,4,75,Boston College,Wisconsin Milwaukee,83,12
2005,2,2,West,1,97,Washington,Pacific,79,8
2005,2,2,West,2,105,Wake Forest,West Virginia,111,7
2005,2,2,West,3,69,Gonzaga,Texas Tech,71,6
2005,2,2,West,4,76,Louisville,Georgia Tech,54,5
2005,2,3,East,1,92,North Carolina,Iowa St,65,9
2005,2,3,East,2,62,Connecticut,NC State,65,10
2005,2,3,East,14,62,Bucknell,Wisconsin,71,6
2005,2,3,East,4,65,Florida,Villanova,76,5
2005,2,4,South,1,63,Duke,Mississippi St,55,9
2005,2,4,South,2,69,Kentucky,Cincinnati,60,7
2005,2,4,South,3,58,Oklahoma,Utah,67,6
2005,2,4,South,13,61,Vermont,Michigan St,72,5
2005,3,1,Midwest,1,77,Illinois,Wisconsin Milwaukee,63,12
2005,3,1,Midwest,2,78,Oklahoma St,Arizona,79,3
2005,3,2,West,1,79,Washington,Louisville,93,4
2005,3,2,West,7,65,West Virginia,Texas Tech,60,6
2005,3,3,East,1,67,North Carolina,Villanova,66,5
2005,3,3,East,10,56,NC State,Wisconsin,65,6
2005,3,4,South,1,68,Duke,Michigan St,78,5
2005,3,4,South,2,62,Kentucky,Utah,52,6
2005,4,1,Midwest,1,90,Illinois,Arizona,89,3
2005,4,2,West,4,93,Louisville,West Virginia,85,7
2005,4,3,East,1,88,North Carolina,Wisconsin,82,6
2005,4,4,South,5,94,Michigan St,Kentucky,88,2
2005,5,1,Final Four,1,72,Illinois,Louisville,57,4
2005,5,2,Final Four,1,87,North Carolina,Michigan St,71,5
2005,6,1,Championship,1,70,Illinois,North Carolina,75,1
2006,1,1,South,1,70,Duke,Southern,54,16
2006,1,1,South,2,60,Texas,Pennsylvania,52,15
2006,1,1,South,3,63,Iowa,Northwestern St,64,14
2006,1,1,South,4,80,LSU,Iona,64,13
2006,1,1,South,5,58,Syracuse,Texas A&M,66,12
2006,1,1,South,6,64,West Virginia,Southern Illinois,46,11
2006,1,1,South,7,52,California,NC State,58,10
2006,1,1,South,8,88,George Washington,UNC Wilmington,85,9
2006,1,2,West,1,94,Memphis,Oral Roberts,78,16
2006,1,2,West,2,78,UCLA,Belmont,44,15
2006,1,2,West,3,79,Gonzaga,Xavier,75,14
2006,1,2,West,4,73,Kansas,Bradley,77,13
2006,1,2,West,5,79,Pittsburgh,Kent St,64,12
2006,1,2,West,6,87,Indiana,San Diego St,83,11
2006,1,2,West,7,85,Marquette,Alabama,90,10
2006,1,2,West,8,55,Arkansas,Bucknell,59,9
2006,1,3,East,1,72,Connecticut,Albany,59,16
2006,1,3,East,2,63,Tennessee,Winthrop,61,15
2006,1,3,East,3,69,North Carolina,Murray St,65,14
2006,1,3,East,4,78,Illinois,Air Force,69,13
2006,1,3,East,5,75,Washington,Utah St,61,12
2006,1,3,East,6,65,Michigan St,George Mason,75,11
2006,1,3,East,7,86,Wichita St,Seton Hall,66,10
2006,1,3,East,8,69,Kentucky,UAB,64,9
2006,1,4,Midwest,1,58,Villanova,Monmouth,45,16
2006,1,4,Midwest,2,70,Ohio St,Davidson,62,15
2006,1,4,Midwest,3,76,Florida,South Alabama,50,14
2006,1,4,Midwest,4,88,Boston College,Pacific,76,13
2006,1,4,Midwest,5,79,Nevada,Montana,87,12
2006,1,4,Midwest,6,74,Oklahoma,Wisconsin Milwaukee,82,11
2006,1,4,Midwest,7,54,Georgetown,Northern Iowa,49,10
2006,1,4,Midwest,8,94,Arizona,Wisconsin,75,9
2006,2,1,South,1,74,Duke,George Washington,61,8
2006,2,1,South,2,75,Texas,NC State,54,10
2006,2,1,South,14,54,Northwestern St,West Virginia,67,6
2006,2,1,South,4,58,LSU,Texas A&M,57,12
2006,2,2,West,1,72,Memphis,Bucknell,56,9
2006,2,2,West,2,62,UCLA,Alabama,59,10
2006,2,2,West,3,90,Gonzaga,Indiana,80,6
2006,2,2,West,13,72,Bradley,Pittsburgh,66,5
2006,2,3,East,1,87,Connecticut,Kentucky,83,8
2006,2,3,East,2,73,Tennessee,Wichita St,80,7
2006,2,3,East,3,60,North Carolina,George Mason,65,11
2006,2,3,East,4,64,Illinois,Washington,67,5
2006,2,4,Midwest,1,82,Villanova,Arizona,78,8
2006,2,4,Midwest,2,52,Ohio St,Georgetown,70,7
2006,2,4,Midwest,3,82,Florida,Wisconsin Milwaukee,60,11
2006,2,4,Midwest,4,69,Boston College,Montana,56,12
2006,3,1,South,1,54,Duke,LSU,62,4
2006,3,1,South,2,74,Texas,West Virginia,71,6
2006,3,2,West,1,80,Memphis,Bradley,64,13
2006,3,2,West,2,73,UCLA,Gonzaga,71,3
2006,3,3,East,1,98,Connecticut,Washington,92,5
2006,3,3,East,7,55,Wichita St,George Mason,63,11
2006,3,4,Midwest,1,60,Villanova,Boston College,59,4
2006,3,4,Midwest,7,53,Georgetown,Florida,57,3
2006,4,1,South,4,70,LSU,Texas,60,2
2006,4,2,West,1,45,Memphis,UCLA,50,2
2006,4,3,East,1,84,Connecticut,George Mason,86,11
2006,4,4,Midwest,1,62,Villanova,Florida,75,3
2006,5,1,Final Four,4,45,LSU,UCLA,59,2
2006,5,2,Final Four,11,58,George Mason,Florida,73,3
2006,6,1,Championship,2,57,UCLA,Florida,73,3
2007,1,1,Midwest,1,112,Florida,Jackson St,69,16
2007,1,1,Midwest,2,76,Wisconsin,Texas A&M Corpus Christi,63,15
2007,1,1,Midwest,3,58,Oregon,Miami Ohio,56,14
2007,1,1,Midwest,4,82,Maryland,Davidson,70,13
2007,1,1,Midwest,5,57,Butler,Old Dominion,46,12
2007,1,1,Midwest,6,64,Notre Dame,Winthrop,74,11
2007,1,1,Midwest,7,67,UNLV,Georgia Tech,63,10
2007,1,1,Midwest,8,63,Arizona,Purdue,72,9
2007,1,2,West,1,107,Kansas,Niagara,67,16
2007,1,2,West,2,70,UCLA,Weber St,42,15
2007,1,2,West,3,79,Pittsburgh,Wright St,58,14
2007,1,2,West,4,61,Southern Illinois,Holy Cross,51,13
2007,1,2,West,5,54,Virginia Tech,Illinois,52,12
2007,1,2,West,6,77,Duke,VCU,79,11
2007,1,2,West,7,70,Indiana,Gonzaga,57,10
2007,1,2,West,8,67,Kentucky,Villanova,58,9
2007,1,3,East,1,85,North Carolina,Eastern Kentucky,65,16
2007,1,3,East,2,80,Georgetown,Belmont,55,15
2007,1,3,East,3,70,Washington St,Oral Roberts,54,14
2007,1,3,East,4,79,Texas,New Mexico St,67,13
2007,1,3,East,5,77,USC,Arkansas,60,12
2007,1,3,East,6,77,Vanderbilt,George Washington,44,11
2007,1,3,East,7,84,Boston College,Texas Tech,75,10
